clean_text,sentiment
emg ratingnya jelek sih mana bawa aplikasi ojol lain dia blg yang lain jg sering aja minta naikkan dih dikira aku baru pertama kah pake grab gojek maxim gitu emg sifatmu aja yg jelek arman,positive
bantu jawab ya nder di aplikasi gojekgrab untuk uang parkir sudah di tambahkan otomatis saat order gacoan kalo sopi belum ada uang parkir dari aplikasinya,neutral
baru kali ini ditolak driver gojek garagara dia ngambek sama aplikasi gojeknya gue pesen gosend sore ini order langsung dapet gue tungguin hampir menit ga sampesampe gue chat abangnya lama dibales dibalesnya pake vn intinya dia ngambek sama gojek krn dapet orderan,positive
bener bener harus kuat kalau vote sebong karena iklan yg di dapet itu kalau gak gojek grab fizzo ya pinjol mana kadang suka otomatis kebuka aplikasi nya,negative
garagara hujan tp pengen makan akhirnya gofood aja pake promo buat gofood jadi ngga boros juga krn dapet diskon dari gotedxpu sama pake pastiadajalan di aplikasi gojek and finally bisa lanjut nugas yg numpuk itu,negative
kalau orang tua kamu udah berangkat ibadah haji tetep bisa kok dibeliin paket tri ibadah di aplikasi gojek paket roaming trilebihhematsinyalcepat ini lagi promo hemat sampai ribu klik atau buka aplikasi gojekmu sekarang iniwaktunyakita,neutral
tolong dong ini begimana ceritanya di aplikasi gopay saldo ada masuk tapi di aplikasi gojek saldonye kagak masuk kagak ada mau makan enii laper,positive
yang mau cobain bisa langsung ke outlet hangry atau order lewat aplikasi online gojek disini ⤵️,neutral
selamat siang kak guna kami lakukan pengecekan dan teruskan ke unit terkait mohon beritahu waktu tanggal amp jam kejadian dan nomor telepon akun aplikasi gojek tersebut tks,neutral
perempuan hebat itu bernama lutfy azizah cerita dibalik aplikasi zendo gojek ala muhammadiyah oleh dahlan iskan jumat lutfy azizah foto bersama keluarga zendo tulungagung muhammadiyah punya zendo sudah beroperasi di kotakabupaten tanggal juni besok,neutral
lagi buruburu pas mau pulkam tenang pastiadajalan bareng goride bisa dapet diskon sd ribu pake kode promo gostasiun di aplikasi gojek jangan lupa juga pake kode referal goecofair promonya lumayan banget buat anak kost kayak aku gsksolo,negative
akhirnya coba pesen lagi berharap dapet driver yang beda tapi ternyata driver itu lagi tanpa babibu langsung aku batalin dan download aplikasi gojek,positive
gopub diresmikan pada tanggal april sebagai layanan pesan antar makanan dan marketplace makanan berbasis aplikasi yang diintegrasikan dengan aplikasi gojek,neutral
mw makan tapi mager banget untungnya pastiadajalan untuk gofood jadi ngga boros juga krn dapet diskon pake kode promo pastiadajalan lalu pake kode goecofair di aplikasi gojek perut dan kantong aman deh gsksolo,negative
ternyata cuman di aplikasi gojek,neutral
mau vidcall atau telpon keluarga kapan aja selama ibadah haji pasti lancar kalau ditemenin paket tri ibadah karena trilebihhematsinyalcepat beneran bisa bikin ibadah kamu makin tenang karena bisa terus berkabar dengan keluarga di rumah beli paketnya melalui aplikasi gojek,negative
tolong dong gojek cantumkan harga yg pantas di aplikasi supaya ga ada driver yg beralasan lg kalau harga di aplikasi itu salah dan minta uang lebih karna jarak jauh jg bilang ga ada uang utk bensin asli mau bgt ngelaporin tp ga tega liat bacaan bakal sampai putus mitra,positive
agak repot dikit sih soalnya aku harus buka aplikasi gojek terus milih menunya yang apa kalo gak salah suka chocolate cookies smoothies sunday chocolate ya terus harus nyantumin nomor wanya incess yang kayaknya udah ganti biar drivernya bisa hubungin kalo nyasar hehe,negative
eh kok perasaan harga es krim mixue naik harga ya perasaan dulu sekitar rb sekarang jdi rb utk sundae nya apa cmn di aplikasi gojek,neutral
kabar gembira buat yang punya aplikasi gojek nih ada promo seru buat kalian caranya ketik kode hwjelisyamlg klaim kode pastiadajalan dapetin promo seru yang dar der dor gojekindonesia promogojek pastiadajalan voucher weekendvibes zonauang zonajajan,negative
aplikasi gojek pas lagi ngojek,neutral
restock voucher promo pakai goride diskon gopvtnxuf gorideaja cepetan redeem sebelum kehabisan redeem di aplikasi gojek atau bisa langsung klik link,neutral
gojek yg namanya pt aplikasi karya anak bangsa lu pikir didirikan dimana di singapur jg dodol,positive
sekalian aplikasi gojek nya di matiin aja biar pada nganggur dan biar ada konten baru,positive
ini aplikasi gojek kenapa dah,positive
beneran dosaa kasian ayahku sama mamaku mau ke gambir ditolak gocar x ada kayaknya tadi trus aku suruh cari gojek yg lagi berhenti deket daerah travel itu akhirnya ditembak k padahal di aplikasi k trs sendiri naik gojek motor untungnya ga hujan,positive
jir samaaa senentn abang pun chaos sampe gue turun pesen gojek gada yg pickup mana buru ngejer jam krl untung bgt ada satpam baik nyariin gojek pinggir jalan yg mau ngangkut gue tanpa aplikasi huhu,negative
pagi tadi berangkat kerja pakai krl di teruskan naik gojek sampai kantor masyaallah di aplikasi bapaknya udah kerja tahun lebih dari ribu trip ditempuh sama beliau saya bertahan karena ngga punya pilihan lain juga bang cerita bapak dengan tetap tersenyum,negative
nunggu gojek hampir jam menjelang sampai eh dicancel sama driver atau jangan gangguan aplikasi,neutral
pelanggaran batas potongan aplikasi salah satu isu utama yang diangkat adalah dugaan pelanggaran terhadap kepmenhub kp no tahun yang menetapkan batas maksimal potongan aplikasi sebesar persen arahangin tvri ojol driver gojek grab aplikator,neutral
cara pakai buka aplikasi gojek masuk ke menu promosi masukin kodenya klik redeem dan promo langsung aktif buruan klaim kode promonya keburu habis,neutral
silahkan untuk repost postingan ini ke story ig lalu mention id amp dmmessage kami bukti screenshot follow all sosmed bni finance amp repost story ig nama lengkap no telepon yg terdaftar pada aplikasi gojekovo jangan lupa untuk memberikan keterangan ovogopay,neutral
driver gojek lainnya udh bantuin buat lapor dan urus urus tp dri aplikasi gojeknya gada pilihan buat laporin sexual harassment,neutral
ini sekarang gojek kalau mau ngajuin keluhan ke mana ya sosmednya udah ngga ngebalas keluhan soalnya mau ajuin tiket manual di aplikasi gojek harus ada transaksi dulu padahal aku udah topup gopay rb ga ada yang masuk ke wallet,neutral
min cara top up kmt via aplikasi gojek tuh gimana ya saya mau nyoba tp di gojek nya gada pilihan top up kmt,neutral
dukung sma kolombo dalam school creative hub ya dan dapatkan voucher diskon menarik khusus daerah jogja melalui aplikasi gojek dengan gunakan kode promo smakolombojog khusus goride atau gofood ya dan berlaku hingga juni gojek kodepromo schoolcreativehubgojek,neutral
alternatif web aplikasi transportasi gojek untuk komunitas lokal,neutral
ada yang namanya aplikasi gojek,neutral
saldo saya kok ga nambah setelah top up ini ada riwayat transaksi nya loh nambah di aplikasi gojek nya tapi saldo ga nambah kasian kucing saya sampe kesel gini nungguin mau beli makan,positive
beliin temen gue kue ulangtahun lewat gojek tp kelupaan pencet bayar pake gopay anjir mana abangnya gada chat apa apa samsek cuma sesuai aplikasi ya kak jadi temen gue bayar sendiri yaallah ‍‍‍,neutral
gopay dan gopay merujuk pada layanan dompet digital yang sama dari gojek di indonesia digunakan untuk transaksi di aplikasi gojek dan merchant tidak ada perbedaan fungsional antara keduanya sumber resmi seperti situs gojek dan gopay selalu menggunakan gopay tanpa tanda,neutral
fix apa gue apus aja ya aplikasi gojek itu demi kewarasan,positive
drama malam ini baru landing jam malem langsung lembur deadline sampe jam malem naik bis terakhir dari bandara ke depok terdampar di margonda gegara ga ada gojek yang mau nganter ke tajurhalang deal sama abang gojek di luar aplikasi harganya gua naikin,negative
iya gojek makin kesini makin kesana apa harus ganti aplikasi ya yg lebih ramah di kantong,negative
halo gaisss ada yang mau barter kuisioner kriteriaku pernah menggunakan aplikasi gojek kalau mau barter boleh rep atau dm langsung ya,neutral
hai aku sudah buka aplikasi gojek dan cek digofood pesta kuliner ‍️ jawabannya banting harga jadi didalamnya itu ada menumenu best pilihan yang lagi banting harga dan wajib banget dicoba pestakulinergofood ️,negative
itu krn kesalahan yg dibikin gojek sendiri tujuannya biar pada tau itu potongan isinya apa aja akhirnya diganti tuh bahasa yg tadinya gojek deposit jadi by layananaplikasi akhirnya duarrrrr malah rancu,positive
pernah dimintai uang buat ongkos ngakunya abis jalan dari rs sampai ke lokasi kami ketemu itu lumayan jauh terus karena kasian tapi mau jaga jadinya kutawari order gojek alamat ibu mana sambil buka aplikasi uang aja lah yaudah,positive
selalu nyari excuses biar bisa kemana sendiri lebih milih naik gojek drpd dianter jemput sama aki skrg ak benci liat aplikasi gojek,positive
download aja aplikasi gopay nya bukan gojek nanti klik aja bagian promo game klaim dulu biasanya pengguna baru banyak tuh promonya,neutral
setelah ada gojek semua berubah gua pulang nyantai dari sekolah ke rumah cuma ribu jaraknya sekitar km sejak itu gua selalu pakai gojek dan gak pernah ganti ke aplikasi lain,negative
terpaksa menggunakan grab ketika gojek lagi maintenance gojek menurut saya lebih bagus dari tampilan beda jauh grab nih lucu dan aneh bisa bisanya ada ad app language udah diganti indonesia masih ada englishnya aplikasi banyak kekurangannya nih grab menurutku,positive
cara atasi kendala top up pulsa tri cek saldo rekening amp pastikan cukup restart hp coba top up ulang coba top up di aplikasi berbeda misal gojek dana atau shopee hubungi cs melalui wa semoga berhasil,neutral
gimana kalau ada bumn yg bikin aplikasi kayak gojek atau grab bumn tsb gak usah cari keuntungan banyak yang penting bisa kasih pekerjaan warganya sebagai driver ojol dgn ketentuan yg manusiawi dan menguntungkan driver,negative
ada apakah dengan aplikasi gojek di jam sampai di jam,neutral
dikira bikin aplikasi ojek sesimple jadi doang anying belum maintenance server belum bayar api google maps belum lagi server harus jalan mana mau bikin tanpa potongan lagi makanya kan gojek keuangannya minus mulu karna banyak pengeluaran tpi sering didemo kasian wkwk,positive
kalau driver bluebird yang juga menggunakan aplikasi itu statusnya karyawan kenapa driver gojek dan grab statusnya mitra,neutral
hampir naik eskalator turun di lrt tapcash ilang ga nyadar nyasar cari pintu keluar malah balik ke pintu masuk malah mau naik gojek punya orang mau aja lg dianterin gojek tanpa aplikasi untung ga diculik sumpah kyknya gua gabisa pergi sendiri untuk sementara,positive
adegan berbahaya aplikasi gojek backend nya ahh,positive
naik krl bisa pake emoney dr bank mandiri brizi dr bri tapcash dari bni flazz dari bca dan juga bisa pake aplikasi gojek namanya gotransit fitur go transit akan muncul apabila ada di area yg ada stasiun krl klo msh di karawang ga ada tp lbh enak pake kartu emoney sih,negative
seharusnya ini masalah internal bisnis karena ojek itu mitra dari aplikasi gojek bmc nya gitu wkwkwk meminta pemerintah intervensi karena rakyat kecil seharusnya bisa di sampaikan secara internal karena gojek itu bisnis sektor swasta,positive
wahai driver ojol grab dan gojek di seluruh ri ada kabar baik buat anda semua wajib tahu simak sumber dibagikan melalui aplikasi google,neutral
kasih feedback langsung di aplikasi burukkurang baik gtgt penjemputan terlalu jauh,positive
selamat sore qris tap saat ini belum bisa digunakan sebagai tiket commuter line ya kak alternatif bisa unduh aplikasi caccesaccess by kaigojek gotransit untuk pembelian tiket via scan qr code ya tks,neutral
ok but aplikasi gojek masuk di dynamic island sangat ngebantu,negative
mau makan enak dan murah gofood solusinya buruan cek aplikasi gojek kalian sekarang dan borong pas tanggal mei jam pagi siang dan malam diskon up to loh tunggu apalagi cek buruan menu favorit kalian sekarang karena gofood lagi ngadain brand day brandday,negative
cara nya adalah user aplikasi itu harus berkurang drastis klo perlu ga ada yg pake lagi atau muncul aplikasi bru yg smua driver pindah kesitu yg ngebuat user app grabgojek hilang pasti ntar d turunin entah promo entah ptongan berkurang tp itu ga akn mgkin atau susah,positive
kalo dari cisauk mau gojekgocar juga sabi andaikan antrian intermoda bis terlalu duar duarr jaraknya gak nyampe km kalo di map masih terjangkau laa tetep dari aplikasi yaa kalo langsung ntar digetok,negative
udh lama ga pake gojek trs td kaget pas mau mesen malah keluar kode bukan lgsg dpet drivernya ini w suru nyamperin drivermya aplikasi kocak,positive
kalau jawaban saya mungkin karena promo yang dilempar belum lagi potongan saya kalau pakai gojek itu bayarnya cash nah kadang ada promo gitu dan biaya menjalankan server aplikasi itu gak murah,positive
aku tadi coba bisa ka download aplikasi gopay bukan gojek klo blm punya,neutral
ya kan tinggal mereka keluar dan bikin aplikasi sendiri kenapa masih ada di gojek atau grab kalo merasa mampu bikinlah jangan omdo doang,positive
dari pada t kebanyakan jd nasi basi mending bikin aplikasi spt gojek yg dikelola oleh pemerintah biar orangtuanya dpt duit utk anaknya bisa makan bergizi sekeluarga drpd aplikator swasta meres keringat rakyat dgn potongan gilaan ditambah banyaknya phk dan pengangguran,positive
susah sistem nya sih ojol nyerap bnyak tenaga kerja tp mreka adalah perushaan aplikasi bukan transportasi mreka bkan mempekerjakan ojol tp anggap driver sbgai mitra yg pake app mreka shingga bukan karyawan gojekgrab tp mitra susah nya disana ga akan bs slesai,positive
ribet ya pemerintah aja buat aplikasi ojol biar tau untung ruginya juga biar rakyat terbantu gojek aja skrg msh merugi belum pernah untung dari awal aplikator jg salah normalisasi harga murah dari awal lewat promo dll asumsi rakyat harga murah padahal bakar duitwkwk,positive
customer dimntain tmbah biaya² aplikasi dsb driver krna potong diluar biaya tmbahn itu yg jelas gojek sdh dpt dri uang driver yg perlu dtnyakan amp diaudit adalah biaya² tmbahn itu uh dibebankan pelanggan krna yg disnilah bsa tmban cuan gojeknya jdi bkan lgi dri awal,neutral
aplikasi ijo itu apa gojek grabfood asli gak paham,positive
ojol ditolong ditodong aplikasi tech bro itu gw perhatikan pada ngga ngerti masalah orisinalitas ketauan dari glorifikasi ai skrg dari tingkah app gojek grab dsb keliatan tech bro ini pada ga ngerti urusan potongan upah yg manusiawi,positive
ini harus di aplikasi gopay gak ada di aplikasi gojek,neutral
dari dulu kubilang yg masih ada aplikasi gojek consumen di hp nya itu orang kaya,positive
mereka pengusaha pak bukan dermawan gak mungkin disuruh omsetnya umr buat mereka pemerintah harus bikin aplikasi gojek sendiri dong,positive
grab dan gojek merger gak ada yang kehilangan pekerjaan kecuali cuma orang kantornya yg berkurang drivernya tetap sama hahaha asal elu tau ya kedua aplikasi ini pemilik sahamnya ada di singapore,neutral
dan aplikasi seperti gojektokopedia jika mampu mengolah data dan membuat efisien itu sangatsangat bagus apalagi ada bantuan dari tiktok sayangnyasayangnya kelihatan mikir cuman jangka pendek dan agak rakus,negative
nmr laporan terjadi lagi sistem dan sistem kurir instan super jelek ‍ pesanan di sistem shopee belum kepickup tapi di aplikasi gojek udah kepickup,positive
dukung pemerintah bikin aplikasi seperti gojek dll dengan potongan saja dari pada rakyat jadi sapi perah aplikator swasta dgn potongan gilaan sehubungan pemerintah belum bisa membuka juta lapangan kerja insha allah kemiskinan menurun drastis rbhari rakyat dpt,positive
pks jika mau menang pemilu bikinlah aplikasi seperti gojek dll utk rakyat indonesia dengan potongan cukup saja dari pada rakyat jadi sapi perah aplikator swasta dgn potongan gilaan sampai sehubungan tinggi nya angka pengangguran saat ini ojekinojek indonesia,positive
ikuti tantangan pastiadajalan masukkan kode pastiadajalan di aplikasi gojek dapatkan kode unikmu ajak temantemanmu untuk menggunakan kode unik tersebut saat bertransaksi di gojek kumpulkan poin sebanyakbanyaknya,neutral
desak pemerintah bikin aplikasi seperti gojek dengan potongan dari pada rakyat jadi sapi perah aplikator swasta dgn potongan gilaan sehubungan pemerintah belum bisa membuka juta lapangan kerja dijamin prabowo periode kl ini jadi,positive
bikin aplikasi gojek tanpa fee,neutral
eh gojek knp sih gak bisa ngasih tips dari aplikasi tapi bayarnya pake debit langsung kekk gue mau ngasih tips tapi gue cashless dan gue males isi gopay,positive
ada tapi ga terlalu bisa diandalkan jujurly ada kaya gojek tp buatan anak unesa namanya nesaride lebih murah dikit dr aplikasi pake itu aja,positive
gojek menyatakan tengah mengkaji dampak usulan kenaikan tarif ojol hingga bersama kementerian perhubungan termasuk usulan pemotongan biaya aplikasi sebesar agar tetap menguntungkan pengemudi tanpa memberatkan penumpang simak selengkapnya,neutral
persen mungkin anda ikut promo coba dicek lagi gojek plus biaya aplikasi,neutral
biaya aplikasi gojek untuk pembeli dan penjual lalu shoppe biaya aplikasi untuk pembeli saja kadang bingung kok aplikator mash belum mendaptkan keuntungan aneh banget dwetnya habis,positive
ni tum simple nya gini kita di potong fee setelah itu dibpotong biaya aplikasi knp setiap harusnya cukuo di ambil fee saja tambah di potong apliksi pembeli san penjual di mintain biaya aplikasi gojek fee plus shoppe untuk yang daftar apkikas baru,positive
gak nder w gak bisa nyetir soalnya sayang aplikasi gojek dan transjakarta aja tanpa mereka gue gak bisa ke manamana,positive
bisaa pake aplikasi gopay sendiri bukan lewat gojek,neutral
logika aja maxim inidriver dll muncul kapan dia lakuin iklan bakar duit diawal sebesar aplikasi pioneer gak aplikasi baru mah enak gausah promosi macem seperti yg udah dilakuin gojek grab lagian kalo emang lebih untung maksim kenapa masih pada pake grab dan gojek pindah aja,positive
sindir aja nder kek klo ada yg di gofood in ama pacarnya km taro sw tapi khusus yg liat dia doang spam aja kek gitu wkwkwk hrsnya nyadar si aku klo ngode ke cowoku kek gtuu tpi ga pernah minta gofood karena dia buka aplikasi gojek aja ga ngerti,positive
sesuai dengan nilai harga bayar auto debit yang gagal dari gopay bagong banget dah nih gopay dan google play store yang aplikasi gopay saja sudah drama banget fitur dan aksesnya bahkan driver goride juga pernah mengeluhkan phone lag karena wajib instal aplikasi gojek driver,positive
ini kenapa ya min aku login aplikasi gopaygojek malah keluar notif aplikasi ini perlu pembaruan cepat padahal aplikasi udah ak update ke versi terbaru udah coba install ulang juga tetep gabisa,positive
oalah ini gopay yang gopay aplikasinya berarti ya bukan bawaan dari aplikasi gojek makasih btw zion,neutral
gw aja baru pertama kemaren ngrasain naik krl di jkt cukup ribet krna di aplikasi kai cuma bisa beli tiket buat orang sedangkan gw ada anak jadi harus instal gojek harus instal gopay aduhh kebanyakan aplikasi padahal harusnya cukup pake kai access aja loh,negative
jujur gw gamasalah kalo pesen gojek dapet motor apapun tp nih masalahnya ga sesuai di aplikasi dan pijakannya meletet beteeee bangetttt️️️️️️️ orang nya juga ga ngomong kalo motor nya bedaa,positive
kalau grab drivernya kelihatan di lock screen kalau di gojek harus buka aplikasi dan merhatiin terus,neutral
kalo liat dipostingan richeese ini ga bisa dibeli lewat aplikasi gojek atau grab kak harus beli sendiri take awaydine in,neutral
selamat malam kak apabila yang dimaksud qris tap saat ini belum bisa digunakan sebagai tiket commuter line ya kak alternatif bisa unduh aplikasi caccesaccess by kaigojek gotransit untuk pembelian tiket via scan qr code ya kak tks,neutral
betul tapi harus yg pake aplikasi gopay ya bukan gojek karna pernah temen hanya pake aplikasi gojek ga ketahuan berapa nominalnya,neutral
bilang siapa njir aplikasi gojek gw ga bunyi,positive
halo kok saat membuka kamera untuk scan layar menghitam bahkan dari aplikasi gojek juga begitu padahal setting kamera sudah diizinkan untuk gopay dan gojek mohon bantu ya kaa,neutral
jog aplikasi pinjaman yg bunga nya rendah apa ya selain gojek dan sopi,neutral
driver gojekgrab cs tolak kenaikan tarif ojol desak potongan aplikasi jadi,neutral
ada yg baru pis di aplikasi gojek katanya,neutral
lebih setuju potongan aplikator yang dikurangi driver gojekgrab ketika dapat penumpang km penumpang bayar ribu drivernya cuma terima ribu dikurangi potongan komisi biaya layanan biaya aplikasi,neutral
aku pernah transaksi google play kaak masih dapet ituu kakaknya punya aplikasi gopay atau gojek,neutral
sore kak maaf kendalanya hanya saat akses aplikasi gojek aja yuk dm nomor hp tanggal kejadian lokasi kel kec kota sama kalo ada nomor lain yang ngalamin hal sama biar langsung kita cek joan,neutral
bisa pakai aplikasi gopay guys gopay ya bukan gojek,neutral
iya aplikasi ewalletnya si gopay ️ bukan app gojek,neutral
pake aplikasi gopay aja kak easy to use hihi gopay ya bukan gojek,neutral
selamat siang kak perjalanan commuter line yogyakarta pembelian dapat dilayani melalui aplikasi gojek menu gotransit pembayaran dengan gopay maksimal bisa untuk orang ya kak tks,neutral
ini harus donlod aplikasi terpisah atau ada di dalam gojek,neutral
gaperlu app transjakarta buat liat rute google maps cukup buat liat rute pakai aplikasi gojek bisa untuk menggantikan app tj or kue kartu uang elektronik there s always a learning curve and you re not required to be a pro at it,neutral
ini sebenernya yg bikin males mau naik transport harus ganti aplikasi tj pakai tj transjakarta mrt ganti ke mymrtj mau naik krlkai harus pakai gojekkai access belom top up saldo aplikasi payment providernya beda semua emang sih ada app jaklingko tp g user friendly,positive
krl commuter line bisa pake aplikasi gojek kok coba cari menu go transit nanti ada opsi buat tiket krl tinggal pilih stasiun keberangkatan sama stasiun tujuan aja abis itu bayar pake gopay nanti kalo udah ada barcode buat masuk sama keluar stasiun,neutral
kalian yang pake ngerasa internet nya makin lemot ga sih kuota dan pulsa ada tapi lemotnya kebangetan kendalanya kl di jalan mau ngecek aplikasi chat gojek dan browsing pun jadi gabisa rekomen dong provider yang oke buat dipake di area jktdpk,negative
lalamove tuh apa kak aplikasi semacem gojek kah,neutral
ini ak beli karna buat orang rumah juga ayamnya tuh jumbo bgt juicy lagi bumbunya meresap enakk coba cek deh aplikasi kalian sp tau dapet promo,negative
young k aslinya dua aplikasi jaketnya kalo dibalik jadi jaket gojek,neutral
sudah siap pulang ke tanah air setelah full ibadah di tanah suci menunggu jadwal kepulangan iniwaktunyakita isi ulang paket tri ibadah gb hari agar bisa terus berkomunikasi dengan keluarga paket roaming trilebihhematsinyalcepat ini bisa kamu beli di aplikasi gojek,neutral
maaaff bgt ya kak mau viral atau engga si oren ini hampir sama kayak gojek dia backingannya orang sawah pemerintahan jg jadi better pindah aplikasi aja ya begitulah hidup di indonesia raya ini,positive
pihak turnbackhoax telah memeriksa informasi tersebut faktanya terdapat unggahan resmi dari bahwa gopay tidak pernah menerbitkan kartu fisik dan semua layanan gopay hanya dapat diakses melalui aplikasi gojek atau gopay,neutral
halo terima kasih sudah membuat aplikasi ini kamu membuat mood bagus pagi ini tidak ada lagi merasa hopeless yang kalo bus ga datang aku terpaksa naik gojek jam diperkirakan menit lagi jam udah datang,negative
dah coba aplikasi gojek,neutral
selamat pagi kak perjalanan commuter line yogyakarta pembelian dapat dilayani melalui aplikasi gojek menu gotransit pembayaran dengan gopay maksimal bisa untuk orang ya kak tks,neutral
ada tinggal pesen di aplikasi gojek,neutral
kalian kalo driver gojekgrab food nganter makan terus di chat nanya lagi nomoralamat rumah biasanya dijawab ga soalnya di aplikasi udah jelas banget tertera kan gw mikir ngapain nanya lagi udah gitu pada biasa yang lain nganter fine aja ga masalah,negative
apa gue apus aja ya ini aplikasi grab sama gojek biar ga dikitdikit order grabfoodgofood terus,positive
ada yang tau cara laporin orderan fiktif aplikasi kronologi driver gojek datang ke rumah bilang dapet orderan buat anter anggota keluargaku ke kota sebelah keluargaku gaada yg merasa pesen gojek dan karena kita semua cewe setelah konfirmasi ke driver,neutral
selamat siang kak untuk perjalanan commuter line yogyakartapalur pp silakan dapat menggunakan pembayaran gopay pada fitur gotransit di aplikasi gojek dan aplikasi access by kaicaccess ya tks,neutral
selamat siang kak untuk tiket berjenis kartu seperti kartu multi trip kmt kartu bank emoney flazz brizzi tapcash tiket hanya untuk orang kami sarankan bisa menggunakan aplikasi caccessgojek gotransit ponsel bisa untuk orang ya tks,neutral
gojek menghilangkan tampilan detail potongan di aplikasi driver biar ga di protes mulu kali ya,positive
tabe yang dipangkep tidak adakah itu gojek atau aplikasi pesan makan dipangkep kodong info ta dule,neutral
kak saran gw kalo lu dikondisi begini pake aplikasi ojol lain aja dulu misal gojek biarin aja gaada yang cancel ampe dia yang cancel duluan yang rugi dia sedangkan kamu sampe tujuan deh afternya report aja ke cs grab,neutral
cara ngaduin ini ke gojek gimana yak soalnya gw ga pernah transaksi gede di aplikasi ini annoying banget tiap hari dapet notif gini,positive
